,missing_glove,missing_cn,missing_wn
judgment,1,1,0
nobreaks,1,1,1
pints,1,1,0
backboards,1,1,0
sheeeeeesh,1,1,1
scratcher,1,1,1
pushh,1,1,1
supersoak,1,1,1
lllss,1,1,1
doyou,1,1,1
plowing,1,1,0
gritting,1,0,0
umhum,1,1,1
wishbone,1,1,0
ashewo,1,1,1
realniggashit,1,1,1
uconn,1,1,1
fuckouttahere,1,1,1
knowme,1,1,1
osu,1,1,1
forsee,1,1,1
rearview,1,1,1
wooooorld,1,1,1
spite,1,1,0
impeach,1,1,0
weew,1,1,1
iiiight,1,1,1
leego,1,1,1
metoo,1,1,1
gobills,1,1,1
uncharacteristically,1,1,1
nupe,1,1,1
constitutional,1,1,0
craziest,1,1,0
romey,1,1,1
wihh,1,1,1
nighter,1,1,1
lograr,1,1,1
pursue,1,1,0
trashcan,1,1,1
curveball,1,1,1
unpleasant,1,1,1
retrace,1,1,0
shutt,1,1,1
whad,1,1,1
apruebes,1,1,1
bowflex,1,1,1
hebitch,1,1,1
sair,1,1,1
filho,1,1,1
quer,1,1,1
vou,1,1,1
ex,1,1,0
falsa,1,1,1
estou,1,1,1
da,1,1,0
krystal,1,1,1
rp,1,1,1
warga,1,1,1
ig,1,1,0
ishaq,1,1,1
links,1,1,0
zat,1,1,1
viruses,1,1,0
j,1,1,0
depressa,1,1,1
metro,1,0,0
ve,1,1,1
sabah,1,1,0
joyce,1,1,0
snoop,1,1,0
wayne,1,1,0
onde,1,1,1
sarah,1,1,0
sending,1,1,0
jailed,1,1,0
filet,1,1,0
motif,1,1,0
arrested,1,1,0
uploads,1,1,0
bynes,1,1,1
cases,1,1,0
kaiden,1,1,1
shauna,1,1,1
amirah,1,1,1
peekers,1,1,1
jarell,1,1,1
blackshear,1,0,1
baby,1,0,0
aka,1,1,1
lala,1,1,1
vomito,1,1,1
aux,1,1,1
une,1,1,1
funks,1,1,0
per,1,0,1
sex,1,0,0
aamir,1,1,1
grumpier,1,1,0
coldd,1,1,1
javon,1,1,1
notas,1,1,1
seymour,1,1,0
natalie,1,1,1
tras,1,1,1
spotty,1,1,0
comfty,1,1,1
backrub,1,1,1
hershel,1,1,1
fred,1,0,1
accnt,1,1,1
minto,1,1,1
aviv,1,1,1
claritin,1,1,1
zag,1,1,0
slots,1,1,0
models,1,1,0
mehgan,1,1,1
pussycat,1,0,0
scarey,1,1,0
couz,1,1,1
boney,1,1,0
tatoos,1,1,1
pinche,1,1,0
bittin,1,1,1
quita,1,1,1
posing,1,1,0
jaune,1,1,1
maiyah,1,1,1
onda,1,1,1
maris,1,1,0
hocks,1,1,0
recharged,1,0,0
v,1,1,0
z,1,1,0
bomer,1,1,1
munched,1,1,0
ist,1,1,1
auf,1,1,1
johnnie,1,1,1
sheddin,1,1,1
restless,1,1,0
pox,1,1,0
miss,1,1,0
pillz,1,1,1
francis,1,1,1
doem,1,1,1
seulement,1,1,1
bck,1,1,1
stunnin,1,1,1
fuckable,1,1,1
dizziness,1,1,0
bronchitis,1,1,1
resurfaces,1,1,0
strx,1,1,1
hahahah,1,1,1
illuminati,1,1,1
segunda,1,1,1
val,1,1,1
screamo,1,1,1
cherie,1,1,1
chillinq,1,1,1
watchen,1,1,1
askk,1,1,1
taty,1,1,1
kumin,1,1,1
gta,1,1,1
crack,1,1,0
tokyo,1,1,0
muvah,1,1,1
bono,1,1,1
smuggled,1,1,0
interviews,1,1,0
hackd,1,1,1
loney,1,1,1
admin,1,0,1
blacc,1,1,1
invoice,1,1,0
surreal,1,1,0
juice,1,0,0
berry,1,1,0
reminders,1,1,0
visitors,1,1,0
spies,1,0,0
zombie,1,1,0
ranger,1,0,0
jellybean,1,1,1
awile,1,1,1
solitude,1,1,0
busyy,1,1,1
kindda,1,1,1
cuzzins,1,1,1
sandwichs,1,1,0
croissant,1,1,0
cappuccino,1,1,0
tisha,1,1,1
childless,1,1,1
actor,1,1,0
tonta,1,1,1
tqm,1,1,1
mamita,1,1,1
morgan,1,1,0
harper,1,1,0
cll,1,1,1
jaylen,1,0,1
korey,1,1,1
srsly,1,1,1
sentience,1,0,0
bai,1,1,0
kenrick,1,1,1
pissen,1,1,1
fruitopia,1,1,1
kiprich,1,1,1
reput,1,1,1
menu,1,1,0
recognizable,1,1,0
archer,1,1,0
chere,1,1,1
growl,1,1,0
damien,1,0,1
richards,1,1,0
selenagomez,1,1,1
deceased,1,1,0
misquoted,1,1,0
interrogated,1,1,0
spelt,1,1,0
replied,1,0,0
republic,1,1,0
butterflies,1,1,0
insects,1,1,0
demolished,1,1,0
kamarmu,1,1,1
discount,1,1,0
seperated,1,1,1
dinka,1,1,0
naat,1,0,1
faison,1,1,1
chuckie,1,1,1
reni,1,1,1
benihana,1,1,1
squeezin,1,1,1
graf,1,1,0
dipsy,1,1,1
tinge,1,1,0
childhood,1,1,0
syllables,1,1,0
getss,1,1,0
air,1,1,0
aqua,1,1,0
convoy,1,1,1
helicopters,1,1,0
hogans,1,1,0
cravingg,1,1,1
disco,1,1,0
tatto,1,1,1
seeming,1,1,0
pagin,1,1,1
taelor,1,1,1
functioning,1,1,0
dicing,1,1,0
merian,1,1,1
payments,1,1,0
expire,1,1,0
scams,1,0,0
airline,1,0,0
jefferson,1,1,0
faithfully,1,1,0
forevaa,1,1,1
ayanna,1,1,1
pradas,1,1,1
provider,1,1,0
dingin,1,1,1
realllllly,1,1,1
tweaked,1,1,0
scratched,1,1,0
spyda,1,1,1
stomach,1,1,0
internal,1,1,0
lu,1,1,0
randee,1,1,1
keiara,1,1,1
thrashed,1,0,0
ferg,1,1,1
ru,1,1,0
naman,1,1,1
selana,1,1,1
gremlins,1,1,0
jaye,1,1,1
nuggets,1,1,0
ee,1,1,0
contract,1,1,0
announces,1,1,0
kor,1,1,0
quan,1,1,1
memandang,1,1,1
orginal,1,1,1
noooon,1,1,1
chemo,1,1,1
ready,1,1,0
spanked,1,1,0
mowry,1,1,1
folkss,1,1,0
rassi,1,1,1
yelawolf,1,1,1
sunda,1,1,1
lipstick,1,0,0
thuggish,1,0,1
ainy,1,1,1
freestylin,1,1,1
splinter,1,1,0
feek,1,1,1
sv,1,1,1
cryin,1,1,1
nel,1,1,1
bribri,1,1,1
m.j,1,1,1
fatfat,1,1,1
african,1,1,0
kalaa,1,1,1
monie,1,1,1
taking,1,1,0
through,1,1,0
kaysha,1,1,1
zena,1,1,1
saft,1,1,1
adrienne,1,1,1
keanu,1,1,1
abusers,1,1,0
guly,1,0,1
triangulation,1,1,1
twitttter,1,1,1
keefs,1,1,1
esas,1,1,1
cuentas,1,1,1
reaction,1,1,0
disturbing,1,1,0
#bye,1,1,1
superstar,1,0,0
wheat,1,1,0
grapes,1,1,0
mca,1,1,1
hit,1,1,0
maag,1,1,1
ignor,1,1,1
pockets,1,1,0
rancho,1,1,1
selfish,1,1,1
psycho,1,1,0
edmond,1,1,1
fol,1,1,1
security,1,1,0
commerce,1,1,0
global,1,1,0
getty,1,1,1
tp,1,1,1
biasa,1,1,1
mbn,1,1,1
iggin,1,1,1
lovemyfamily,1,1,1
misdirected,1,1,0
pda,1,1,0
trying,1,1,0
rocker,1,1,0
mymom,1,1,1
deleteing,1,1,0
approached,1,0,0
introduced,1,1,0
ejected,1,1,0
usedd,1,1,1
selflessly,1,1,0
minutess,1,1,0
breathed,1,1,0
woog,1,1,1
lashonda,1,1,1
terobsesi,1,1,1
sesame,1,1,0
orbiting,1,1,0
blownn,1,1,1
mystic,1,1,0
periwinkle,1,1,0
munchy,1,1,1
nagging,1,1,0
bacc,1,1,1
smaller,1,0,0
mocking,1,1,0
sie,1,1,1
lookbook,1,1,1
teamiphone,1,1,1
mahi,1,1,1
favoritee,1,1,1
mirror,1,1,1
eyes,1,1,0
kicken,1,1,1
isent,1,1,1
leftover,1,0,0
fonna,1,1,1
tize,1,1,1
bwta,1,1,1
wrking,1,1,1
kahit,1,1,1
rican,1,1,1
kaylon,1,1,1
gucc,1,1,1
r.s,1,1,1
w.my,1,1,1
chetto,1,1,1
satan,1,1,0
diabetic,1,1,1
zipcar,1,1,1
tupelo,1,1,0
robinsons,1,1,0
forde,1,1,1
wink,1,1,0
sunnie,1,1,1
meander,1,0,0
fraction,1,1,0
prayers,1,1,0
hospita,1,1,1
amina,1,1,1
hig,1,1,1
fashionista,1,1,1
stocks,1,0,0
small,1,1,0
directions,1,0,0
bvck,1,1,1
cocka,1,1,1
dooby,1,1,1
wops,1,1,0
chemical,1,1,0
hati,1,1,1
playong,1,1,1
dancein,1,1,1
bigdaddy,1,1,1
bdt,1,1,1
snicker,1,1,0
delivering,1,1,0
armwood,1,1,1
sniffling,1,1,0
nstead,1,1,1
iann,1,1,1
afta,1,1,1
mear,1,1,1
delly,1,1,1
cello,1,1,0
titanium,1,1,0
kinect,1,1,1
demar,1,1,1
greedy,1,1,0
thevoice,1,1,1
mesmerized,1,1,0
tampons,1,1,0
salaam,1,0,1
snappers,1,1,0
cavin,1,1,1
bernie,1,1,1
gad,1,1,0
luda,1,1,0
homwork,1,1,1
beby,1,1,1
fanss,1,1,0
ganged,1,1,0
beefed,1,1,0
cockroach,1,0,0
uci,1,1,1
uda,1,1,0
jank,1,1,1
nalia,1,1,1
loved,1,0,0
an,1,0,0
least,1,1,0
hunna,1,1,1
breeze,1,1,0
uv,1,1,0
salamander,1,1,0
phoenix,1,0,0
mayonaise,1,1,1
meets,1,1,0
sham,1,1,0
havingg,1,1,1
dtfll,1,1,1
mizzle,1,1,0
intro,1,1,0
sessions,1,1,0
hiding,1,1,0
ramen,1,1,1
cruelty,1,1,0
finallllly,1,1,1
nunk,1,1,1
shen,1,1,1
boll,1,1,1
kwon,1,1,1
rashell,1,1,1
snupe,1,1,1
kille,1,1,1
samme,1,1,1
straightforward,1,1,0
tassels,1,1,0
underarms,1,1,1
ouh,1,1,1
timess,1,1,0
hemming,1,1,0
skanky,1,1,0
gwalla,1,1,1
biqq,1,1,1
levitating,1,1,0
proper,1,1,0
typical,1,1,0
shivers,1,1,0
descent,1,0,0
battlefield,1,1,0
redemption,1,1,0
gmt,1,1,0
evem,1,1,1
icouldnt,1,1,1
jcpenny,1,1,1
l.p,1,1,1
admittance,1,1,0
thinggy,1,1,1
davar,1,1,1
pyt,1,1,1
keri,1,1,1
onthe,1,1,1
dings,1,1,0
poody,1,1,1
thots,1,1,1
dogum,1,1,1
gmos,1,1,1
begets,1,1,0
intoxication,1,1,0
gangland,1,0,0
timetable,1,1,1
apy,1,1,1
liberated,1,1,0
occupying,1,1,0
fruitless,1,1,0
shekinah,1,1,1
socialscope,1,1,1
koni,1,1,1
plays,1,1,0
#that,1,1,1
grandmova,1,1,1
wanta,1,1,1
proactive,1,1,1
jordyn,1,1,1
understands,1,1,0
ermm,1,1,1
admired,1,1,0
quicky,1,1,0
wateverr,1,1,1
whoever,1,1,1
true,1,0,0
if,1,1,1
delicacies,1,1,0
idd,1,1,1
tima,1,1,1
nationally,1,1,0
gateway,1,1,1
fountain,1,0,0
orgasms,1,1,0
confusion,1,0,0
straggs,1,1,1
wbu,1,1,1
caucasian,1,1,0
jfs,1,1,1
bouttaa,1,1,1
tommo,1,0,1
strenth,1,1,1
demerits,1,1,0
purping,1,1,1
trickin,1,1,1
teaa,1,1,1
exept,1,1,1
lumineers,1,1,1
misdemeanor,1,1,0
nuva,1,1,1
carats,1,1,0
camomile,1,1,0
ealry,1,1,1
drinkn,1,1,1
helpless,1,1,0
sabroso,1,1,1
fernet,1,1,1
jonte,1,1,1
carda,1,1,1
krip,1,1,1
amplifies,1,1,0
aric,1,1,1
sentences,1,0,0
lz,1,1,1
poland,1,1,0
positive,1,0,0
sweatpants,1,0,0
elese,1,1,1
fledged,1,1,0
sunrise,1,1,0
cigarillo,1,1,1
nims,1,1,0
alcapone,1,1,1
rid,1,1,0
p.y.t,1,1,1
teed,1,1,0
weary,1,1,0
emptiness,1,1,0
longing,1,0,0
undescribable,1,1,1
scoo,1,1,1
blackstar,1,1,1
niples,1,1,1
fraze,1,1,1
cave,1,1,0
eew,1,1,1
workflow,1,1,0
routine,1,1,0
wrestled,1,0,0
babysat,1,1,1
disser,1,1,1
dropdeaddiva,1,1,1
tulane,1,1,1
underwear,1,1,0
fasendo,1,1,1
idkay,1,1,1
freela,1,1,1
dealth,1,1,1
cydm,1,1,1
everythingg,1,1,1
manta,1,1,0
volley,1,1,0
furl,1,1,0
mandys,1,1,1
paralyzed,1,1,0
qurl,1,1,1
freshener,1,1,1
tile,1,1,0
kyn,1,1,1
cda,1,1,1
crampin,1,1,1
pointz,1,1,1
shxd,1,1,1
craiglist,1,1,1
roadkill,1,1,1
bloqueo,1,1,1
sadden,1,1,1
forging,1,1,0
retawdid,1,1,1
unfunny,1,1,1
barbershop,1,1,1
unleaded,1,1,0
hopen,1,1,1
branch,1,1,0
dayton,1,1,0
pree,1,1,1
idle,1,0,0
riddance,1,1,0
boochie,1,1,1
cluckin,1,1,1
poundin,1,1,1
tajj,1,1,1
pixies,1,1,0
shiva,1,1,0
hatting,1,1,0
tremendously,1,0,0
teaming,1,1,0
aldridge,1,0,1
lasts,1,1,0
prol,1,1,1
peekeers,1,1,1
prolonging,1,1,0
looki,1,1,1
decon,1,1,1
bandd,1,1,1
sleepless,1,1,0
modder,1,1,1
warhols,1,1,0
warmth,1,1,0
weeknights,1,0,0
differ,1,1,0
laaa,1,1,1
frezzing,1,1,1
firin,1,1,1
v.s,1,1,1
twig,1,1,0
fird,1,1,1
process,1,1,0
roundd,1,1,1
jaheim,1,1,1
nuthen,1,1,1
somw,1,1,1
somethang,1,1,1
quitee,1,1,1
enthusiast,1,1,0
scholar,1,1,0
undergraduate,1,1,0
gentle,1,1,0
bloomers,1,1,0
groomsmen,1,0,0
sleeeeeeeeep,1,1,1
swoosh,1,1,0
culver,1,1,1
sparin,1,1,1
buck,1,1,0
compensate,1,1,0
valu,1,1,1
mour,1,1,1
burgh,1,0,1
goldsboro,1,1,0
mayhem,1,1,0
icy,1,1,0
lloramos,1,1,1
violar,1,1,1
sufrir,1,1,1
chime,1,1,0
erday,1,1,1
todai,1,1,1
stimpy,1,1,1
gahhdamn,1,1,1
demb,1,1,1
trs,1,1,1
themselves,1,1,1
spitting,1,1,0
slurping,1,1,0
peppermints,1,0,0
extinguishers,1,0,0
spiff,1,1,1
footstep,1,1,0
underperforming,1,1,0
wiping,1,1,0
l.i.e,1,1,1
cfm,1,1,1
jx,1,1,1
faps,1,0,1
oic,1,1,1
disinfecting,1,1,0
ysterday,1,1,1
aftet,1,1,1
dammit,1,1,1
freestyler,1,1,1
cornfield,1,0,0
bambou,1,1,1
wailing,1,1,0
screenmunch,1,1,1
praising,1,1,0
catfishing,1,1,1
lub,1,1,1
imms,1,1,1
aredd,1,1,1
foolie,1,1,1
guhl,1,1,1
jitt,1,1,1
switcheroo,1,1,1
eagle,1,1,0
towns,1,1,0
southern,1,1,0
wazz,1,0,1
houes,1,1,1
pastt,1,1,1
noby,1,1,1
kierstin,1,1,1
messes,1,1,0
thrax,1,1,1
floated,1,1,0
clutched,1,1,0
reversed,1,0,0
wua,1,1,1
dancer,1,1,0
magun,1,1,1
restraunts,1,1,1
ominous,1,1,0
ordinary,1,0,0
recognize,1,1,0
prosecution,1,1,0
getonmylevel,1,1,1
results,1,1,0
brca,1,1,1
titos,1,1,0
indulgent,1,1,0
comess,1,1,0
durn,1,1,1
yad,1,1,1
insides,1,1,0
aynt,1,1,1
jjust,1,1,1
cabt,1,1,1
pussed,1,1,1
envisage,1,1,0
sanity,1,1,0
imah,1,1,1
aink,1,1,1
nigguhh,1,1,1
sonng,1,1,1
chido,1,1,1
unhealthiest,1,1,0
forward,1,1,0
irish,1,1,0
ufm,1,1,1
refuge,1,1,0
dejen,1,1,1
edelman,1,1,1
wednesday,1,1,0
renni,1,1,1
zala,1,1,1
atention,1,1,1
momey,1,1,1
quadruple,1,1,0
mended,1,0,0
famm,1,1,1
shawtii,1,1,1
vamping,1,0,0
cheatin,1,1,1
grinning,1,1,0
moosey,1,1,1
aroun,1,1,1
witchuu,1,1,1
punny,1,1,1
pabs,1,1,1
friz,1,1,1
bowdown,1,1,1
suwoo,1,1,1
idkk,1,1,1
menn,1,1,1
coordinate,1,1,0
meditation,1,1,0
slese,1,1,1
strutting,1,1,0
oversabi,1,1,1
jinxed,1,1,0
cringed,1,1,0
bast,1,0,0
oug,1,1,1
hahahahahahahahahahahah,1,1,1
riddles,1,1,0
dropkick,1,1,0
riff,1,1,0
yaampun,1,1,1
yoooou,1,1,1
slurpin,1,1,1
ffl,1,1,1
exemptions,1,1,0
fill,1,1,0
rongg,1,1,1
labe,1,1,1
skol,1,1,1
ican,1,1,1
igotta,1,1,1
booshie,1,1,1
nagger,1,1,0
bigot,1,1,1
nccu,1,1,1
pne,1,1,1
kareoke,1,1,1
yatch,1,1,1
etiquette,1,1,1
othr,1,1,1
thickest,1,1,0
rehearsed,1,1,0
morningg,1,1,1
myths,1,1,0
survives,1,1,0
boree,1,1,1
suffocating,1,1,0
bawls,1,1,0
diess,1,1,0
goyang,1,1,1
darkskinn,1,1,1
akata,1,1,1
collegeslam,1,1,1
sueme,1,1,1
flighting,1,1,0
wuda,1,1,1
shudda,1,1,1
stairing,1,1,1
sonics,1,0,1
wieners,1,1,0
phonk,1,1,1
ntn,1,1,1
rideordie,1,1,1
bullys,1,1,0
elevators,1,0,0
madtweet,1,1,1
steadyy,1,1,1
liiive,1,1,1
wnts,1,1,1
wouldt,1,1,1
ooof,1,1,1
evett,1,1,1
mothafcka,1,1,1
schl,1,1,1
fudged,1,0,0
superbly,1,1,0
daree,1,1,1
kep,1,1,1
hotboxin,1,1,1
facade,1,1,0
fukry,1,1,1
pase,1,1,1
appin,1,1,1
catcher,1,1,0
premises,1,1,0
rejoicing,1,1,0
apreciated,1,1,1
bray,1,1,0
kir,1,1,1
assed,1,1,1
tory,1,1,0
conservatives,1,1,0
disapointed,1,1,1
now.i,1,1,1
yonce,1,1,1
churr,1,1,0
fxckd,1,1,1
hecked,1,1,1
rounding,1,1,0
thnk,1,1,1
infact,1,1,1
deff,1,1,1
bowtie,1,1,0
frien,1,1,1
duuh,1,1,1
kidos,1,1,1
pta,1,1,1
burno,1,1,1
crud,1,1,0
provida,1,1,1
derechos,1,1,1
haaaan,1,1,1
haaaaaaaaaan,1,1,1
wuzup,1,1,1
wussupp,1,1,1
therapist,1,1,0
void,1,1,0
bbygrl,1,1,1
eventually,1,1,0
inflated,1,1,0
mokin,1,1,1
asuu,1,1,1
waan,1,1,1
ceramics,1,1,0
s.u,1,1,1
guuurl,1,1,1
ngopi,1,1,1
octave,1,1,0
naut,1,1,1
cluckers,1,1,1
bvtches,1,1,1
ridd,1,1,1
sshit,1,1,1
ineeded,1,1,1
fatest,1,1,0
plaaaaay,1,1,1
flud,1,1,1
bdat,1,1,1
firsy,1,1,1
susposed,1,1,1
eata,1,1,1
yougogirl,1,1,1
lunchdate,1,1,1
fuxin,1,1,1
bewbew,1,1,1
gurrrll,1,1,1
smike,1,1,1
smaking,1,1,1
wedged,1,1,0
kayaking,1,1,0
gitin,1,1,1
strangest,1,1,0
stupidass,1,1,1
hhm,1,1,1
figthing,1,1,1
supieras,1,1,1
piense,1,1,1
nigh,1,1,0
youahoe,1,1,1
novacaine,1,1,1
norms,1,1,0
betterdays,1,1,1
polygamist,1,1,1
n.e,1,1,1
truuee,1,1,1
decider,1,1,1
prevail,1,1,0
ourself,1,1,1
testimonies,1,1,0
niu,1,1,1
proclaim,1,0,0
incentive,1,1,0
testers,1,1,0
deeds,1,0,0
thugshit,1,1,1
muthafukin,1,1,1
rado,1,1,1
reasonn,1,1,1
benifit,1,1,1
smooch,1,1,0
broskies,1,1,1
pinkie,1,0,0
cyaa,1,1,1
dissecting,1,1,0
careful,1,1,0
sorrrryy,1,1,1
goooooood,1,1,1
loooooord,1,1,1
maann,1,1,1
shooot,1,1,1
jock,1,1,0
whass,1,1,1
manner,1,1,0
traplife,1,1,1
dibully,1,1,1
detenidamente,1,1,1
seamstress,1,1,0
tauh,1,1,1
grwn,1,1,1
fyh,1,1,1
cammo,1,1,1
probability,1,1,0
fogged,1,0,0
souns,1,1,1
warmups,1,1,1
jaha,1,1,1
grins,1,1,0
advocates,1,0,0
mournin,1,1,1
premo,1,1,1
mouthh,1,1,1
scoree,1,1,1
lilbitch,1,1,1
cutin,1,1,1
bracing,1,1,0
praise,1,1,0
headlock,1,1,1
knapsack,1,1,0
yaaah,1,1,1
crucify,1,1,0
proving,1,1,0
watevea,1,1,1
nawwh,1,1,1
geeeez,1,1,1
driller,1,1,1
plops,1,1,0
bottomline,1,1,1
hapen,1,1,1
wanr,1,1,1
bossbitch,1,1,1
wheeling,1,1,0
fcks,1,1,1
flacco,1,1,1
budlight,1,1,1
universoul,1,1,1
catastrophic,1,1,0
regaurdless,1,1,1
preciate,1,1,1
beachball,1,0,0
sharkisha,1,1,1
grander,1,1,0
tolda,1,1,1
carpe,1,1,1
commit,1,1,0
whocares,1,1,1
fitforsummer,1,1,1
wondr,1,1,1
fawk,1,1,1
fuccccck,1,1,1
fuuuuuuuck,1,1,1
ridingg,1,1,1
indy,1,1,1
snf,1,1,1
truths,1,1,0
exacly,1,1,1
rootbeer,1,1,1
regents,1,1,0
taks,1,1,1
mistakes,1,1,0
woosah,1,1,1
siaapa,1,1,1
wassuupp,1,1,1
lmaaaaaao,1,1,1
clapp,1,1,1
lifeclass,1,1,1
lambeau,1,1,1
ledgend,1,1,1
peka,1,1,1
sparring,1,1,0
fball,1,1,1
wrry,1,1,1
greatminds,1,1,1
tymez,1,1,1
niggerish,1,1,1
baseman,1,1,1
piss,1,1,0
clapper,1,1,0
hize,1,1,1
reck,1,1,1
wasgud,1,1,1
infraction,1,1,0
it.i,1,1,1
denby,1,1,1
lolli,1,1,1
wooo,1,1,1
yeaaaaah,1,1,1
ozzie,1,1,1
hydroponic,1,1,0
semesters,1,1,0
ayd,1,1,1
siii,1,1,1
shaddup,1,1,1
slutting,1,1,1
freakum,1,1,1
nighy,1,1,1
tapout,1,1,1
labeling,1,1,0
gotsta,1,1,1
letcha,1,1,1
whooooop,1,1,1
lehhgo,1,1,1
nogames,1,1,1
grangou,1,1,1
grudges,1,1,0
norva,1,1,1
panthernation,1,1,1
gimmee,1,1,1
upstanding,1,0,0
humblest,1,1,0
yelln,1,1,1
hoeshit,1,1,1
whoooop,1,1,1
bended,1,1,0
doubter,1,1,0
welcomess,1,1,0
icantlivewithout,1,1,1
naenae,1,1,1
dan,1,1,1
mundo,1,1,1
puxar,1,1,1
gosto,1,1,1
uns,1,1,0
justin,1,0,1
cm,1,1,0
niet,1,1,1
dirait,1,1,1
agatha,1,1,1
legging,1,1,0
digne,1,1,1
gila,1,1,0
pun,1,1,0
m,1,1,0
toujours,1,1,1
acct,1,1,1
twisties,1,1,1
pheed,1,1,1
printed,1,1,0
mogen,1,1,1
silva,1,1,0
burnell,1,1,1
helium,1,1,0
mil,1,1,0
checked,1,1,0
gmail,1,1,1
hazza,1,1,1
delivered,1,1,0
fds,1,1,1
disorder,1,1,0
sbs,1,1,0
activated,1,1,0
virgin,1,1,0
soner,1,1,1
abercrombie,1,1,1
laisse,1,1,1
lengan,1,1,1
donuts,1,1,0
cooper,1,1,0
separately,1,1,0
makenn,1,1,1
mahal,1,1,1
prussia,1,1,0
kevin,1,1,1
vezzo,1,1,1
iman,1,1,1
tab,1,1,0
bbs,1,1,0
eating,1,1,0
@,1,1,1
bhd,1,1,1
una,1,1,1
passager,1,1,1
sorang,1,1,1
jake,1,1,1
jou,1,1,1
leslie,1,1,1
lopez,1,1,1
stimulated,1,1,0
unsecured,1,1,0
separado,1,1,1
layered,1,1,0
bla,1,1,1
tons,1,1,0
c.,1,1,1
vlogs,1,1,1
lum,1,1,1
interiors,1,1,0
riri,1,1,1
apologizes,1,1,0
lame,1,1,0
spotify,1,1,1
desperate,1,1,0
windows,1,1,0
l.,1,1,1
kena,1,1,1
scarred,1,1,0
flowers,1,1,0
eva,1,1,1
alain,1,1,1
pacsun,1,1,1
disick,1,1,1
arrival,1,1,0
impatient,1,0,0
inst,1,1,0
dilanda,1,1,1
pitas,1,1,0
crashes,1,1,0
speedy,1,0,0
service,1,1,0
hacks,1,1,0
flooded,1,0,0
tmobile,1,1,1
generation,1,1,0
paranoid,1,0,0
oq,1,1,1
suede,1,1,0
dorian,1,1,0
terri,1,1,1
neisha,1,1,1
crew,1,1,0
bestie,1,1,1
cotto,1,1,1
jared,1,0,0
screenshot,1,1,1
inaugurated,1,1,0
manish,1,1,1
tubman,1,1,0
sterlin,1,1,1
cause,1,1,0
qts,1,1,1
enews,1,1,1
tatty,1,0,0
hala,1,1,1
interpreter,1,0,0
booku,1,1,1
chavo,1,1,1
dual,1,1,0
corny,1,0,0
dayz,1,1,1
moral,1,1,0
terkesan,1,1,1
ealy,1,1,1
degrassi,1,1,1
lani,1,1,1
ong,1,1,1
beignets,1,1,0
wrote,1,0,0
samoas,1,1,0
anuses,1,1,0
hollo,1,1,0
todos,1,1,1
julio,1,1,1
pesto,1,1,1
rekindled,1,1,0
calories,1,1,0
easha,1,1,1
nancy,1,1,0
stresse,1,1,1
centimeters,1,1,0
recent,1,0,0
ptdrr,1,1,1
zzzzzz,1,1,1
buzzard,1,0,0
shig,1,1,1
bitches,1,1,0
kesunyian,1,1,1
mali,1,1,0
directv,1,1,1
realising,1,0,0
zina,1,1,1
horoscope,1,1,1
sandwich,1,1,1
leeching,1,1,0
grated,1,1,0
baccck,1,1,1
tube,1,1,0
espalda,1,1,1
legs,1,1,0
shanea,1,1,1
fussing,1,1,0
coldness,1,1,0
nasha,1,1,1
outdoors,1,1,0
remained,1,1,0
forevah,1,1,1
broadcasts,1,1,0
doll,1,1,0
roz,1,1,1
catalogue,1,1,0
document,1,1,0
marginal,1,1,0
sleeeping,1,1,1
damar,1,1,0
fung,1,1,1
nintendo,1,1,1
pharell,1,1,1
charli,1,1,1
doinq,1,1,1
tosha,1,1,1
jacobe,1,1,1
kelci,1,1,1
immature,1,0,0
dons,1,0,0
shading,1,0,0
commander,1,1,0
whiz,1,1,0
kd,1,0,1
operated,1,1,0
screamn,1,1,1
lurked,1,1,0
escapes,1,1,0
ritas,1,1,1
aggrevating,1,1,1
feining,1,1,1
conventionally,1,1,1
staying,1,1,0
gloss,1,0,0
renovated,1,0,0
accent,1,1,0
daa,1,1,1
kesh,1,1,1
gude,1,1,1
krissi,1,1,1
spiritually,1,0,1
nook,1,1,0
booney,1,1,1
sophisticated,1,1,0
fum,1,1,1
janika,1,1,1
brodi,1,1,1
fckn,1,1,1
irritating,1,1,0
reguler,1,1,1
caresses,1,1,0
merrill,1,1,1
striked,1,1,0
oral,1,1,0
macaroni,1,0,1
sick,1,1,0
migranes,1,1,1
luckie,1,1,1
petey,1,1,1
oats,1,1,0
smoothies,1,1,0
natti,1,1,1
blige,1,1,1
hilary,1,1,1
kerk,1,1,1
sint,1,1,1
releasing,1,1,0
eii,1,1,1
panicked,1,1,0
jadi,1,1,1
asa,1,1,1
emoni,1,1,1
syndrome,1,1,1
texture,1,1,0
kaiya,1,1,1
commercialized,1,1,0
flare,1,1,0
slurpees,1,1,1
female,1,1,0
platonic,1,1,0
krispies,1,1,1
flicks,1,0,0
chinitos,1,1,1
laughing,1,1,0
forrever,1,1,1
fifteen,1,1,0
deen,1,1,1
insulting,1,1,0
jalapenos,1,0,0
expletive,1,0,0
excludes,1,1,0
foreva,1,1,1
nugget,1,1,1
lobster,1,0,1
kaleb,1,0,1
yaram,1,1,1
newnew,1,1,1
tavion,1,1,1
locos,1,1,1
expierience,1,1,1
january,1,1,0
und,1,1,1
respekt,1,1,1
mismo,1,1,1
jammin,1,1,1
boutah,1,1,1
